Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,17T,18T,19T,14T,27T,20T,21T,24T,25T,26T,79T,41T,46T,72T,29T,30T,31T,32T,33T,34T,71T,77T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,80T
2018_02_21,17.0,23.166666666666668,23.166666666666668,37.0,18.0,23.166666666666668,21.0,26.0,20,23.166666666666668,19.0,18.5,18.5,18.0,16.0,16.0,21.833333333333336,21.833333333333332,29.0,29.0,13.0,28.0,21.83333333333333,49.0,49.0,12.0,12.0,12.0,24.0,24.0,24.0,20.142857142857142,33.0,55.0,61.0,41.0,41.0,41.0,41.0,48.55555555555556,48.55555555555556,48.55555555555555,46.0,46.0,48.55555555555555,48.55555555555555,48.55555555555555,65.0,15.333333333333334,8.0,18.0,20,11.0
2018_02_22,23.0,25.5,25.5,22.0,22.0,25.5,27.0,33.0,26,25.5,23.0,24.5,24.5,26.0,17.0,17.0,25.75,25.75,32.0,32.0,28.0,36.0,25.75,23.0,23.0,11.0,11.0,11.0,28.0,28.0,28.0,21.714285714285715,35.0,45.0,43.0,37.0,37.0,37.0,37.0,39.22222222222222,39.22222222222222,39.22222222222222,35.0,35.0,39.22222222222222,39.22222222222222,39.22222222222222,47.0,15.0,8.0,15.0,22,12.0
2018_02_23,31.0,29.333333333333332,29.333333333333332,16.0,29.0,29.333333333333332,33.0,38.0,29,29.333333333333332,30.0,32.5,32.5,35.0,18.0,18.0,28.566666666666663,28.566666666666666,30.0,30.0,20.0,32.0,28.566666666666666,19.0,19.0,11.0,11.0,11.0,31.0,31.0,31.0,22.571428571428573,32.0,41.0,39.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,11.0,11.0,25.0,25.0,25.0,35.0,13.0,7.0,15.0,17,9.0
2018_02_24,40.0,37.5,37.5,15.0,40.0,37.5,41.0,48.0,41,37.5,37.0,38.5,38.5,40.0,29.0,29.0,36.9,36.9,45.0,45.0,26.0,35.0,36.9,27.0,27.0,16.0,16.0,16.0,46.0,46.0,46.0,33.714285714285715,50.0,47.0,39.0,23.0,23.0,23.0,23.0,24.88888888888889,24.88888888888889,24.88888888888889,11.0,11.0,24.888888888888886,24.88888888888889,24.88888888888889,24.0,12.0,9.0,13.0,14,9.0
2018_02_25,35.0,35.666666666666664,35.666666666666664,17.0,37.0,35.666666666666664,36.0,48.0,41,35.666666666666664,32.0,33.5,33.5,35.0,21.0,21.0,35.93333333333333,35.93333333333333,46.0,46.0,41.0,53.0,35.93333333333333,38.0,38.0,21.0,21.0,21.0,36.0,36.0,36.0,31.285714285714285,48.0,42.0,37.0,34.0,34.0,34.0,34.0,30.77777777777778,30.77777777777778,30.777777777777775,17.0,17.0,30.777777777777775,30.777777777777775,30.777777777777775,28.0,17.0,12.0,17.0,22,14.0
2018_02_26,40.0,40.166666666666664,40.166666666666664,24.0,38.0,40.166666666666664,44.0,55.0,40,40.166666666666664,41.0,40.0,40.0,39.0,37.0,37.0,40.08333333333333,40.083333333333336,43.0,43.0,40.0,40.0,40.08333333333334,25.0,25.0,17.0,17.0,17.0,35.0,35.0,35.0,28.571428571428573,44.0,54.0,49.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,21.0,21.0,34.0,34.0,34.0,29.0,17.666666666666668,11.0,19.0,23,14.0
2018_02_27,31.0,32.0,32.0,32.0,29.0,32.0,33.0,32.0,35,32.0,30.0,31.5,31.5,33.0,25.0,25.0,31.7,31.700000000000003,39.0,39.0,28.0,32.0,31.700000000000003,26.0,26.0,15.0,15.0,15.0,25.0,25.0,25.0,22.714285714285715,39.0,53.0,43.0,31.0,31.0,31.0,31.0,33.111111111111114,33.11111111111111,33.111111111111114,22.0,22.0,33.111111111111114,33.111111111111114,33.11111111111111,34.0,16.666666666666668,10.0,19.0,21,12.0
2018_02_28,38.0,42.166666666666664,42.166666666666664,56.0,39.0,42.166666666666664,42.0,38.0,40,42.166666666666664,37.0,37.0,37.0,37.0,38.0,38.0,39.38333333333333,39.38333333333333,46.0,46.0,24.0,26.0,39.38333333333333,41.0,41.0,17.0,17.0,17.0,30.0,30.0,30.0,25.857142857142858,40.0,75.0,75.0,36.0,36.0,36.0,36.0,45.111111111111114,45.11111111111111,45.111111111111114,29.0,29.0,45.111111111111114,45.111111111111114,45.11111111111111,54.0,14.0,9.0,14.0,19,12.0
2018_03_01,24.0,30.666666666666668,30.666666666666668,50.0,26.0,30.666666666666668,28.0,27.0,29,30.666666666666668,23.0,24.0,24.0,25.0,22.0,22.0,29.383333333333336,29.383333333333333,42.0,42.0,29.0,28.0,29.383333333333336,60.0,60.0,16.0,16.0,16.0,30.0,30.0,30.0,26.857142857142858,50.0,79.0,82.0,50.0,50.0,50.0,50.0,53.888888888888886,53.88888888888889,53.88888888888889,35.0,35.0,53.888888888888886,53.888888888888886,53.88888888888889,54.0,15.666666666666666,12.0,13.0,22,16.0
2018_03_02,24.0,29.833333333333332,29.833333333333332,55.0,21.0,29.833333333333332,27.0,27.0,25,29.833333333333332,17.0,23.0,23.0,29.0,21.0,21.0,28.46666666666666,28.466666666666665,41.0,41.0,29.0,26.0,28.466666666666665,59.0,59.0,14.0,14.0,14.0,27.0,27.0,27.0,23.142857142857142,39.0,72.0,74.0,54.0,54.0,54.0,54.0,56.333333333333336,56.333333333333336,56.33333333333334,41.0,41.0,56.333333333333336,56.333333333333336,56.333333333333336,63.0,13.666666666666666,9.0,16.0,16,12.0
2018_03_03,15.0,24.333333333333332,24.333333333333332,63.0,13.0,24.333333333333332,19.0,19.0,17,24.333333333333332,68.0,44.0,44.0,20.0,12.0,12.0,28.46666666666666,28.466666666666665,34.0,34.0,22.0,36.0,28.466666666666665,52.0,52.0,9.0,9.0,9.0,15.0,15.0,15.0,13.857142857142858,25.0,57.0,58.0,48.0,48.0,48.0,48.0,47.77777777777778,47.77777777777778,47.77777777777778,32.0,32.0,47.77777777777777,47.77777777777778,47.77777777777778,59.0,12.666666666666666,9.0,12.0,17,10.0
2018_03_04,12.0,20.666666666666668,20.666666666666668,48.0,11.0,20.666666666666668,19.0,18.0,16,20.666666666666668,41.0,28.0,28.0,15.0,11.0,11.0,23.233333333333338,23.233333333333338,32.0,32.0,21.0,39.0,23.233333333333334,48.0,48.0,6.0,6.0,6.0,12.0,12.0,12.0,10.714285714285714,21.0,59.0,48.0,67.0,67.0,67.0,67.0,56.888888888888886,56.88888888888889,56.88888888888889,34.0,34.0,56.888888888888886,56.888888888888886,56.88888888888889,69.0,12.0,7.0,12.0,17,12.0
2018_03_05,11.0,17.666666666666668,17.666666666666668,36.0,10.0,17.666666666666668,18.0,14.0,17,17.666666666666668,33.0,25.5,25.5,18.0,9.0,9.0,22.883333333333333,22.883333333333333,46.0,46.0,23.0,46.0,22.88333333333333,50.0,50.0,10.0,10.0,10.0,16.0,16.0,16.0,15.142857142857142,28.0,67.0,66.0,117.0,117.0,117.0,117.0,89.0,89.0,89.0,50.0,50.0,89.0,89.0,89.0,100.0,13.666666666666666,7.0,15.0,19,9.0
2018_03_06,14.0,19.0,19.0,34.0,12.0,19.0,20.0,17.0,17,19.0,29.0,26.0,26.0,23.0,23.0,23.0,23.3,23.3,37.0,37.0,17.0,35.0,23.3,69.0,69.0,10.0,10.0,10.0,19.0,19.0,19.0,15.428571428571429,21.0,94.0,86.0,81.0,81.0,81.0,81.0,78.11111111111111,78.11111111111111,78.1111111111111,46.0,46.0,78.1111111111111,78.1111111111111,78.1111111111111,107.0,12.333333333333334,6.0,13.0,18,10.0
2018_03_07,17.0,20.5,20.5,28.0,15.0,20.5,22.0,19.0,22,20.5,26.0,25.5,25.5,25.0,16.0,16.0,22.45,22.45,29.0,29.0,18.0,34.0,22.45,34.0,34.0,10.0,10.0,10.0,26.0,26.0,26.0,18.571428571428573,22.0,65.0,68.0,83.0,83.0,83.0,83.0,74.66666666666667,74.66666666666667,74.66666666666667,58.0,58.0,74.66666666666667,74.66666666666666,74.66666666666666,91.0,14.333333333333334,8.0,15.0,20,9.0
2018_03_08,23.0,27.333333333333332,27.333333333333332,32.0,23.0,27.333333333333332,30.0,29.0,27,27.333333333333332,23.0,25.5,25.5,28.0,12.0,12.0,26.066666666666663,26.066666666666666,39.0,39.0,21.0,23.0,26.066666666666666,33.0,33.0,13.0,13.0,13.0,26.0,26.0,26.0,20.0,23.0,102.0,100.0,61.0,61.0,61.0,61.0,79.44444444444444,79.44444444444444,79.44444444444444,68.0,68.0,79.44444444444444,79.44444444444444,79.44444444444444,133.0,13.333333333333334,10.0,12.0,18,12.0
2018_03_09,29.0,29.5,29.5,30.0,27.0,29.5,31.0,32.0,28,29.5,30.0,29.5,29.5,29.0,31.0,31.0,29.3,29.299999999999997,30.0,30.0,27.0,24.0,29.3,27.0,27.0,21.0,21.0,21.0,31.0,31.0,31.0,25.714285714285715,24.0,73.0,72.0,41.0,41.0,41.0,41.0,50.55555555555556,50.55555555555556,50.55555555555555,16.0,16.0,50.55555555555555,50.55555555555555,50.55555555555555,114.0,16.0,11.0,18.0,19,13.0
2018_03_10,43.0,40.166666666666664,40.166666666666664,24.0,41.0,40.166666666666664,43.0,47.0,43,40.166666666666664,42.0,43.0,43.0,44.0,53.0,53.0,41.58333333333333,41.583333333333336,38.0,38.0,39.0,37.0,41.58333333333334,40.0,40.0,25.0,25.0,25.0,37.0,37.0,37.0,33.142857142857146,46.0,39.0,38.0,38.0,38.0,38.0,38.0,35.0,35.0,35.0,18.0,18.0,35.0,35.0,35.0,50.0,14.666666666666666,10.0,14.0,20,13.0
2018_03_11,62.0,54.833333333333336,54.833333333333336,22.0,61.0,54.833333333333336,61.0,65.0,58,54.833333333333336,66.0,66.5,66.5,67.0,70.0,70.0,58.966666666666676,58.966666666666676,55.0,55.0,63.0,52.0,58.96666666666667,40.0,40.0,37.0,37.0,37.0,56.0,56.0,56.0,48.0,57.0,56.0,59.0,61.0,61.0,61.0,61.0,51.888888888888886,51.88888888888889,51.88888888888889,27.0,27.0,51.888888888888886,51.888888888888886,51.88888888888889,54.0,19.0,14.0,20.0,23,14.0
2018_03_12,76.0,70.16666666666667,70.16666666666667,27.0,76.0,70.16666666666667,80.0,87.0,75,70.16666666666667,82.0,78.0,78.0,74.0,87.0,87.0,74.33333333333334,74.33333333333333,81.0,81.0,74.0,63.0,74.33333333333331,43.0,43.0,40.0,40.0,40.0,66.0,66.0,66.0,55.142857142857146,68.0,51.0,54.0,62.0,62.0,62.0,62.0,55.22222222222222,55.222222222222214,55.22222222222222,44.0,44.0,55.22222222222222,55.222222222222214,55.222222222222214,56.0,20.666666666666668,16.0,21.0,25,17.0
2018_03_13,40.0,40.833333333333336,40.833333333333336,35.0,40.0,40.833333333333336,43.0,45.0,42,40.833333333333336,40.0,38.0,38.0,36.0,24.0,24.0,42.31666666666667,42.31666666666667,66.0,66.0,59.0,47.0,42.31666666666667,57.0,57.0,22.0,22.0,22.0,44.0,44.0,44.0,38.142857142857146,69.0,46.0,48.0,56.0,56.0,56.0,56.0,50.22222222222222,50.22222222222222,50.22222222222222,38.0,38.0,50.22222222222223,50.22222222222222,50.22222222222222,58.0,18.0,13.0,18.0,23,14.0
2018_03_14,28.0,29.0,29.0,28.0,26.0,29.0,30.0,33.0,29,29.0,26.0,26.5,26.5,27.0,12.0,12.0,28.55,28.549999999999997,43.0,43.0,30.0,35.0,28.55,58.0,58.0,17.0,17.0,17.0,30.0,30.0,30.0,25.857142857142858,40.0,66.0,61.0,74.0,74.0,74.0,74.0,64.11111111111111,64.11111111111111,64.1111111111111,42.0,42.0,64.1111111111111,64.1111111111111,64.1111111111111,70.0,19.666666666666668,15.0,20.0,24,18.0
2018_03_15,26.0,25.833333333333332,25.833333333333332,22.0,30.0,25.833333333333332,27.0,26.0,24,25.833333333333332,24.0,27.0,27.0,30.0,11.0,11.0,26.21666666666666,26.216666666666665,38.0,38.0,24.0,36.0,26.216666666666665,41.0,41.0,11.0,11.0,11.0,27.0,27.0,27.0,20.428571428571427,29.0,74.0,74.0,73.0,73.0,73.0,73.0,69.44444444444444,69.44444444444444,69.44444444444444,58.0,58.0,69.44444444444444,69.44444444444444,69.44444444444444,69.0,17.333333333333332,14.0,16.0,22,18.0
2018_03_16,25.0,26.5,26.5,26.0,31.0,26.5,26.0,26.0,25,26.5,28.0,28.0,28.0,28.0,17.0,17.0,27.2,27.200000000000003,32.0,32.0,27.0,42.0,27.2,45.0,45.0,13.0,13.0,13.0,27.0,27.0,27.0,22.142857142857142,35.0,86.0,83.0,75.0,75.0,75.0,75.0,74.77777777777777,74.77777777777779,74.77777777777777,65.0,65.0,74.77777777777777,74.77777777777777,74.77777777777779,74.0,18.0,16.0,18.0,20,15.0
2018_03_17,19.0,21.0,21.0,27.0,22.0,21.0,20.0,20.0,18,21.0,21.0,21.5,21.5,22.0,14.0,14.0,22.3,22.3,37.0,37.0,16.0,32.0,22.3,56.0,56.0,11.0,11.0,11.0,21.0,21.0,21.0,17.571428571428573,27.0,88.0,87.0,62.0,62.0,62.0,62.0,68.44444444444444,68.44444444444444,68.44444444444444,53.0,53.0,68.44444444444444,68.44444444444444,68.44444444444444,87.0,12.666666666666666,8.0,12.0,18,12.0
2018_03_18,14.0,15.666666666666666,15.666666666666666,17.0,18.0,15.666666666666666,16.0,16.0,13,15.666666666666666,16.0,17.0,17.0,18.0,12.0,12.0,17.68333333333333,17.68333333333333,29.0,29.0,16.0,31.0,17.683333333333334,58.0,58.0,9.0,9.0,9.0,21.0,21.0,21.0,16.857142857142858,28.0,97.0,95.0,75.0,75.0,75.0,75.0,74.11111111111111,74.11111111111111,74.1111111111111,51.0,51.0,74.1111111111111,74.1111111111111,74.1111111111111,73.0,13.333333333333334,7.0,15.0,18,7.0
2018_03_19,15.0,16.2,16.2,16.2,19.0,16.2,16.0,16.0,15,16.200000000000003,17.0,19.0,19.0,21.0,16.0,16.0,19.05,19.05,28.0,28.0,16.0,39.0,19.05,47.0,47.0,8.0,8.0,8.0,18.0,18.0,18.0,15.428571428571429,30.0,67.0,73.0,80.0,80.0,80.0,80.0,65.77777777777777,65.77777777777779,65.77777777777777,35.0,35.0,65.77777777777777,65.77777777777777,65.77777777777779,62.0,18.0,18.0,16.0,20,11.0
2018_03_20,22.0,22.0,22.0,14.0,25.0,22.0,25.0,25.0,21,22.0,28.0,25.5,25.5,23.0,17.0,17.0,25.2,25.200000000000003,40.0,40.0,28.0,40.0,25.2,59.0,59.0,11.0,11.0,11.0,21.0,21.0,21.0,17.714285714285715,28.0,60.0,59.0,81.0,81.0,81.0,81.0,70.33333333333333,70.33333333333333,70.33333333333333,46.0,46.0,70.33333333333333,70.33333333333334,70.33333333333334,98.0,24.333333333333332,30.0,22.0,21,12.0
2018_03_21,27.0,25.333333333333332,25.333333333333332,20.0,29.0,25.333333333333332,26.0,25.0,25,25.333333333333332,30.0,28.0,28.0,26.0,15.0,15.0,26.46666666666666,26.466666666666665,36.0,36.0,25.0,37.0,26.466666666666665,35.0,35.0,14.0,14.0,14.0,26.0,26.0,26.0,20.571428571428573,24.0,82.0,83.0,95.0,95.0,95.0,95.0,86.66666666666667,86.66666666666667,86.66666666666667,62.0,62.0,86.66666666666667,86.66666666666666,86.66666666666666,111.0,19.666666666666668,15.0,20.0,24,14.0
2018_03_22,38.0,34.833333333333336,34.833333333333336,29.0,38.0,34.833333333333336,34.0,38.0,32,34.833333333333336,38.0,36.0,36.0,34.0,26.0,26.0,34.81666666666667,34.81666666666667,44.0,44.0,30.0,34.0,34.81666666666667,46.0,46.0,18.0,18.0,18.0,35.0,35.0,35.0,28.142857142857142,38.0,79.0,74.0,68.0,68.0,68.0,68.0,75.44444444444444,75.44444444444444,75.44444444444444,85.0,85.0,75.44444444444444,75.44444444444444,75.44444444444444,84.0,17.666666666666668,14.0,16.0,23,11.0
2018_03_23,46.0,42.5,42.5,22.0,52.0,42.5,45.0,48.0,42,42.5,49.0,46.5,46.5,44.0,37.0,37.0,43.65,43.65,48.0,48.0,41.0,51.0,43.65,42.0,42.0,25.0,25.0,25.0,40.0,40.0,40.0,34.42857142857143,46.0,72.0,69.0,77.0,77.0,77.0,77.0,71.77777777777777,71.77777777777779,71.77777777777777,62.0,62.0,71.77777777777777,71.77777777777777,71.77777777777779,73.0,16.0,12.0,16.0,20,11.0
2018_03_24,54.0,46.666666666666664,46.666666666666664,15.0,60.0,46.666666666666664,50.0,50.0,51,46.666666666666664,54.0,53.0,53.0,52.0,42.0,42.0,50.13333333333333,50.13333333333333,68.0,68.0,44.0,60.0,50.13333333333333,49.0,49.0,25.0,25.0,25.0,44.0,44.0,44.0,38.57142857142857,63.0,68.0,64.0,74.0,74.0,74.0,74.0,74.22222222222223,74.22222222222221,74.22222222222223,80.0,80.0,74.22222222222223,74.22222222222223,74.22222222222221,80.0,15.666666666666666,13.0,15.0,19,12.0
2018_03_25,41.0,37.0,37.0,22.0,47.0,37.0,37.0,37.0,38,37.0,20.0,30.0,30.0,40.0,29.0,29.0,39.25,39.25,68.0,68.0,46.0,55.0,39.25,57.0,57.0,23.0,23.0,23.0,41.0,41.0,41.0,35.285714285714285,55.0,76.0,72.0,81.0,81.0,81.0,81.0,79.33333333333333,79.33333333333333,79.33333333333333,89.0,89.0,79.33333333333333,79.33333333333334,79.33333333333334,64.0,19.333333333333332,15.0,20.0,23,17.0
2018_03_26,33.0,30.5,30.5,24.0,36.0,30.5,31.0,29.0,30,30.5,34.0,32.0,32.0,30.0,21.0,21.0,33.05,33.05,51.0,51.0,38.0,46.0,33.050000000000004,55.0,55.0,20.0,20.0,20.0,33.0,33.0,33.0,29.285714285714285,46.0,70.0,71.0,87.0,87.0,87.0,87.0,79.44444444444444,79.44444444444444,79.44444444444444,88.0,88.0,79.44444444444444,79.44444444444444,79.44444444444444,50.0,19.0,15.0,18.0,24,15.0
2018_03_27,45.0,39.5,39.5,25.0,41.0,39.5,43.0,42.0,41,39.5,23.0,59.0,59.0,95.0,32.0,32.0,45.25,45.25,63.0,63.0,46.0,38.0,45.25,43.0,43.0,19.0,19.0,19.0,44.0,44.0,44.0,34.142857142857146,50.0,57.0,60.0,72.0,72.0,72.0,72.0,61.111111111111114,61.11111111111111,61.11111111111111,48.0,48.0,61.11111111111111,61.1111111111111,61.1111111111111,49.0,22.0,18.0,23.0,25,19.0
2018_03_28,35.0,32.333333333333336,32.333333333333336,29.0,33.0,32.333333333333336,33.0,32.0,32,32.333333333333336,31.0,31.5,31.5,32.0,25.0,25.0,33.81666666666667,33.81666666666667,58.0,58.0,30.0,31.0,33.81666666666667,58.0,58.0,19.0,19.0,19.0,30.0,30.0,30.0,26.285714285714285,37.0,77.0,74.0,79.0,79.0,79.0,79.0,70.22222222222223,70.22222222222221,70.22222222222223,47.0,47.0,70.22222222222223,70.22222222222223,70.22222222222221,71.0,24.666666666666668,19.0,29.0,26,24.0
2018_03_29,32.0,28.666666666666668,28.666666666666668,30.0,29.0,28.666666666666668,28.0,28.0,25,28.666666666666668,28.0,30.5,30.5,33.0,21.0,21.0,28.78333333333334,28.783333333333335,32.0,32.0,26.0,35.0,28.783333333333335,72.0,72.0,17.0,17.0,17.0,23.0,23.0,23.0,20.571428571428573,24.0,104.0,108.0,89.0,89.0,89.0,89.0,85.11111111111111,85.11111111111111,85.1111111111111,62.0,62.0,85.1111111111111,85.1111111111111,85.1111111111111,74.0,25.0,20.0,25.0,30,21.0
2018_03_30,35.0,31.0,31.0,28.0,31.0,31.0,32.0,29.0,31,31.0,29.0,31.0,31.0,33.0,24.0,24.0,31.35,31.35,35.0,35.0,33.0,42.0,31.35,44.0,44.0,22.0,22.0,22.0,26.0,26.0,26.0,24.571428571428573,28.0,105.0,107.0,81.0,81.0,81.0,81.0,81.66666666666667,81.66666666666667,81.66666666666667,65.0,65.0,81.66666666666667,81.66666666666666,81.66666666666666,69.0,26.333333333333332,26.0,26.0,27,21.0
2018_03_31,37.0,33.0,33.0,30.0,34.0,33.0,33.0,30.0,34,33.0,31.0,35.0,35.0,39.0,22.0,22.0,33.3,33.3,43.0,43.0,31.0,35.0,33.3,44.0,44.0,19.0,19.0,19.0,26.0,26.0,26.0,23.571428571428573,30.0,56.0,72.0,68.0,68.0,68.0,68.0,62.666666666666664,62.666666666666664,62.66666666666666,51.0,51.0,62.66666666666666,62.66666666666666,62.66666666666665,62.0,29.333333333333332,29.0,32.0,27,20.0
2018_04_01,47.0,42.166666666666664,42.166666666666664,33.0,45.0,42.166666666666664,42.0,42.0,44,42.166666666666664,40.0,39.5,39.5,39.0,35.0,35.0,39.93333333333333,39.93333333333333,41.0,41.0,33.0,34.0,39.93333333333333,39.0,39.0,15.0,15.0,15.0,31.0,31.0,31.0,25.285714285714285,39.0,47.0,45.0,48.0,48.0,48.0,48.0,44.22222222222222,44.22222222222222,44.22222222222222,40.0,40.0,44.22222222222223,44.22222222222222,44.22222222222222,34.0,33.333333333333336,31.0,32.0,37,18.0
2018_04_02,42.0,41.333333333333336,41.333333333333336,36.0,44.0,41.333333333333336,41.0,42.0,43,41.333333333333336,44.0,43.0,43.0,42.0,38.0,38.0,42.516666666666666,42.516666666666666,56.0,56.0,35.0,42.0,42.51666666666666,47.0,47.0,17.0,17.0,17.0,27.0,27.0,27.0,25.428571428571427,46.0,52.0,52.0,49.0,49.0,49.0,49.0,46.888888888888886,46.88888888888889,46.88888888888889,40.0,40.0,46.88888888888889,46.8888888888889,46.8888888888889,42.0,26.0,24.0,26.0,28,22.0
2018_04_03,42.0,41.333333333333336,41.333333333333336,33.0,43.0,41.333333333333336,45.0,45.0,40,41.333333333333336,47.0,45.0,45.0,43.0,36.0,36.0,41.16666666666667,41.166666666666664,49.0,49.0,30.0,30.0,41.16666666666666,58.0,58.0,16.0,16.0,16.0,29.0,29.0,29.0,25.0,40.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,25.0,25.0,32.0,32.0,32.0,38.0,23.666666666666668,19.0,23.0,29,23.0
2018_04_04,39.0,29.0,29.0,26.0,30.0,29.0,29.0,23.0,27,29.0,31.0,31.0,31.0,31.0,21.0,21.0,29.8,29.799999999999997,37.0,37.0,32.0,34.0,29.8,72.0,72.0,18.0,18.0,18.0,24.0,24.0,24.0,22.285714285714285,30.0,41.0,43.0,50.0,50.0,50.0,50.0,42.77777777777778,42.77777777777778,42.77777777777778,33.0,33.0,42.77777777777777,42.77777777777778,42.77777777777778,35.0,24.333333333333332,19.0,25.0,29,24.0
2018_04_05,47.0,32.333333333333336,32.333333333333336,26.0,34.0,32.333333333333336,34.0,21.0,32,32.333333333333336,37.0,34.0,34.0,31.0,30.0,30.0,34.016666666666666,34.016666666666666,48.0,48.0,29.0,36.0,34.01666666666666,62.0,62.0,19.0,19.0,19.0,27.0,27.0,27.0,24.0,30.0,33.0,37.0,30.0,30.0,30.0,30.0,29.77777777777778,29.77777777777778,29.777777777777775,25.0,25.0,29.777777777777775,29.777777777777775,29.777777777777775,28.0,23.333333333333332,19.0,23.0,28,23.0
2018_04_06,40.2,40.199999999999996,40.199999999999996,36.0,43.0,40.2,43.0,36.0,43,40.2,51.0,45.5,45.5,40.0,37.0,37.0,39.65,39.65,42.0,42.0,29.0,22.0,39.65,46.0,46.0,22.0,22.0,22.0,30.0,30.0,30.0,26.285714285714285,28.0,26.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,28.0,28.0,30.0,30.0,30.0,40.0,25.333333333333332,19.0,26.0,31,21.0
2018_04_07,17.2,17.2,17.2,12.0,20.0,17.2,19.0,15.0,20,17.200000000000003,27.0,22.0,22.0,17.0,23.0,23.0,18.9,18.9,13.0,13.0,28.0,18.0,18.9,20.0,20.0,9.0,9.0,9.0,16.0,16.0,16.0,12.428571428571429,12.0,23.0,20.0,12.0,12.0,12.0,12.0,20.0,20.0,20.0,35.0,35.0,20.0,20.0,20.0,19.0,21.333333333333332,13.0,25.0,26,16.0
2018_04_08,25.2,25.2,25.2,20.0,26.0,25.2,28.0,24.0,28,25.2,30.0,25.0,25.0,20.0,36.0,36.0,25.75,25.75,23.0,23.0,25.0,20.0,25.75,32.0,32.0,12.0,12.0,12.0,16.0,16.0,16.0,14.571428571428571,18.0,18.0,14.0,17.0,17.0,17.0,17.0,17.11111111111111,17.11111111111111,17.11111111111111,19.0,19.0,17.11111111111111,17.11111111111111,17.11111111111111,16.0,16.333333333333332,12.0,17.0,20,13.0
2018_04_09,42.6,42.6,42.6,38.0,43.0,42.6,45.0,45.0,42,42.599999999999994,51.0,48.5,48.5,46.0,80.0,80.0,46.8,46.8,40.0,40.0,39.0,37.0,46.8,40.0,40.0,24.0,24.0,24.0,29.0,29.0,29.0,27.285714285714285,32.0,25.0,27.0,23.0,23.0,23.0,23.0,23.88888888888889,23.88888888888889,23.88888888888889,17.0,17.0,23.888888888888886,23.88888888888889,23.88888888888889,37.0,17.666666666666668,13.0,20.0,20,12.0
2018_04_10,43.0,50.8,50.800000000000004,51.0,52.0,50.800000000000004,50.800000000000004,56.0,52,50.8,62.0,60.0,60.0,58.0,63.0,63.0,53.65,53.650000000000006,60.0,60.0,39.0,40.0,53.65,52.0,52.0,36.0,36.0,36.0,38.0,38.0,38.0,37.142857142857146,38.0,41.0,43.0,42.0,42.0,42.0,42.0,39.77777777777778,39.77777777777778,39.77777777777778,24.0,24.0,39.77777777777778,39.77777777777778,39.77777777777778,58.0,12.0,11.0,10.0,15,12.0
2018_04_11,19.0,25.0,25.0,25.0,30.0,25.0,30.0,18.0,28,25.0,32.0,29.0,29.0,26.0,21.0,21.0,28.5,28.5,46.0,46.0,36.0,34.0,28.5,49.0,49.0,19.0,19.0,19.0,26.0,26.0,26.0,24.857142857142858,39.0,72.0,76.0,78.0,78.0,78.0,78.0,66.88888888888889,66.88888888888889,66.8888888888889,41.0,41.0,66.8888888888889,66.8888888888889,66.8888888888889,60.0,14.333333333333334,11.0,15.0,17,9.0
2018_04_12,11.0,16.166666666666668,16.166666666666668,16.0,21.0,16.166666666666668,21.0,10.0,18,16.166666666666668,18.0,19.0,19.0,20.0,5.0,5.0,17.933333333333334,17.933333333333334,26.0,26.0,25.0,34.0,17.933333333333334,47.0,47.0,11.0,11.0,11.0,16.0,16.0,16.0,14.714285714285714,22.0,69.0,69.0,75.0,75.0,75.0,75.0,67.0,67.0,67.0,54.0,54.0,67.0,67.0,67.0,57.0,14.666666666666666,11.0,14.0,19,13.0
2018_04_13,9.0,15.166666666666666,15.166666666666666,16.0,21.0,15.166666666666666,19.0,10.0,16,15.166666666666666,22.0,21.0,21.0,20.0,4.0,4.0,17.333333333333332,17.333333333333332,25.0,25.0,24.0,29.0,17.333333333333332,39.0,39.0,11.0,11.0,11.0,15.0,15.0,15.0,13.857142857142858,19.0,71.0,76.0,81.0,81.0,81.0,81.0,73.11111111111111,73.11111111111111,73.1111111111111,65.0,65.0,73.1111111111111,73.1111111111111,73.1111111111111,57.0,15.0,11.0,15.0,19,10.0
2018_04_14,9.0,15.833333333333334,15.833333333333334,16.0,21.0,15.833333333333334,20.0,12.0,17,15.833333333333334,20.0,20.5,20.5,21.0,11.0,11.0,18.56666666666667,18.56666666666667,27.0,27.0,25.0,30.0,18.566666666666666,40.0,40.0,10.0,10.0,10.0,16.0,16.0,16.0,13.857142857142858,19.0,89.0,86.0,85.0,85.0,85.0,85.0,79.0,79.0,79.0,63.0,63.0,79.0,79.0,79.0,70.0,13.333333333333334,9.0,13.0,18,8.0
